date,available_cash,holding_value,assets_value,position_count,pct_returns,pnl_daily_net,cumsum,benchmark_pct,benchmark
2020-03-01 00:00:00,55800.0,0.0,55800.0,0,,,,,
2020-03-01 00:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.003175504245977012,-0.003175504245977012
2020-03-01 01:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.003506390416873284,0.0003308861708962718
2020-03-01 01:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0019966506301496434,0.002327536801045915
2020-03-01 02:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0019175422171364698,0.004245079018182385
2020-03-01 02:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0005260553119474931,0.003719023706234892
2020-03-01 03:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.003553896531863221,0.0001651271743716709
2020-03-01 03:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.004456187579202409,0.0046213147535740795
2020-03-01 04:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0028738117561042387,0.0017475029974698408
2020-03-01 04:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0009795882491043795,0.0027270912465742203
2020-03-01 05:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.00406703208333703,-0.0013399408367628096
2020-03-01 05:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0017193054098953997,0.0003793645731325901
2020-03-01 06:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0042318213508936164,-0.0038524567777610264
2020-03-01 06:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.004257947160050346,0.00040549038228931966
2020-03-01 07:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0007701528145320768,-0.0003646624322427572
2020-03-01 07:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.01209898006490484,-0.012463642497147598
2020-03-01 08:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.009363403534417891,-0.0031002389627297067
2020-03-01 08:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.006528799012485709,-0.009629037975215415
2020-03-01 09:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0017888794641551797,-0.007840158511060236
2020-03-01 09:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00896229389877301,0.0011221353877127749
2020-03-01 10:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0004421664768359257,0.0015643018645487006
2020-03-01 10:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.001416158554222391,0.00014814331032630967
2020-03-01 11:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.003497913301802935,0.003646056612129245
2020-03-01 11:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.004698044694349868,-0.001051988082220623
2020-03-01 12:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0058883851718489755,-0.006940373254069598
2020-03-01 12:30:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00129877707244197,-0.005641596181627628
2020-03-01 13:00:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0029927523648920484,-0.008634348546519677
