datetime,open,high,low,close,volume,lot_size
2020-02-27 00:00:00+08:00,8995.75,9030.0,8803.29,8877.95,6100.277645,1e-06
2020-02-27 00:30:00+08:00,8877.81,8916.85,8633.63,8750.16,9002.123266,1e-06
2020-02-27 01:00:00+08:00,8750.16,8800.0,8700.0,8711.17,3329.391075,1e-06
2020-02-27 01:30:00+08:00,8711.18,8740.93,8660.9,8735.95,2749.016858,1e-06
2020-02-27 02:00:00+08:00,8736.94,8780.0,8723.44,8739.0,1765.93047,1e-06
2020-02-27 02:30:00+08:00,8738.99,8846.23,8736.49,8842.49,2019.274231,1e-06
2020-02-27 03:00:00+08:00,8842.27,8860.0,8782.02,8794.6,1819.747487,1e-06
2020-02-27 03:30:00+08:00,8794.54,8840.0,8792.0,8831.14,1101.171372,1e-06
2020-02-27 04:00:00+08:00,8831.14,8864.0,8800.07,8861.67,1029.67214,1e-06
2020-02-27 04:30:00+08:00,8861.68,8861.68,8775.0,8804.35,1208.426199,1e-06
2020-02-27 05:00:00+08:00,8804.17,8835.0,8792.36,8802.18,618.21624,1e-06
2020-02-27 05:30:00+08:00,8802.55,8802.89,8742.01,8748.21,1201.343946,1e-06
2020-02-27 06:00:00+08:00,8748.14,8811.34,8713.03,8794.74,1276.317969,1e-06
2020-02-27 06:30:00+08:00,8794.76,8835.0,8785.0,8785.0,879.721995,1e-06
2020-02-27 07:00:00+08:00,8785.0,8827.76,8781.1,8825.81,649.494554,1e-06
2020-02-27 07:30:00+08:00,8826.66,8839.0,8781.65,8785.25,721.548252,1e-06
2020-02-27 08:00:00+08:00,8786.0,8792.52,8678.0,8701.44,2009.365792,1e-06
2020-02-27 08:30:00+08:00,8701.43,8703.11,8615.97,8646.87,3054.104869,1e-06
2020-02-27 09:00:00+08:00,8646.71,8655.61,8531.0,8614.04,4167.460994,1e-06
2020-02-27 09:30:00+08:00,8613.48,8715.09,8579.19,8694.19,2125.36559,1e-06
2020-02-27 10:00:00+08:00,8694.19,8743.9,8660.0,8694.05,1842.643762,1e-06
2020-02-27 10:30:00+08:00,8694.05,8700.75,8650.0,8699.92,1155.512056,1e-06
2020-02-27 11:00:00+08:00,8699.1,8700.0,8640.0,8682.15,972.565913,1e-06
2020-02-27 11:30:00+08:00,8682.65,8765.75,8665.0,8739.68,1224.265739,1e-06
2020-02-27 12:00:00+08:00,8739.68,8754.67,8701.0,8706.22,769.709835,1e-06
2020-02-27 12:30:00+08:00,8706.51,8733.7,8667.58,8710.09,980.576259,1e-06
2020-02-27 13:00:00+08:00,8710.05,8753.59,8699.6,8729.72,1000.972157,1e-06
2020-02-27 13:30:00+08:00,8729.73,8784.7,8717.68,8762.7,1254.034015,1e-06
2020-02-27 14:00:00+08:00,8763.72,8838.28,8750.0,8798.44,1882.620579,1e-06
