datetime,open,high,low,close,volume,lot_size
2020-02-28 21:00:00+08:00,0.23264,0.23724,0.2317,0.23629,8229740.5,0.1
2020-02-28 21:30:00+08:00,0.23621,0.23728,0.23466,0.23566,3957380.2,0.1
2020-02-28 22:00:00+08:00,0.2357,0.23636,0.2332,0.23352,3805580.4,0.1
2020-02-28 22:30:00+08:00,0.23346,0.2371,0.23346,0.23649,3924899.1,0.1
2020-02-28 23:00:00+08:00,0.23635,0.23674,0.2344,0.23611,3908484.6,0.1
2020-02-28 23:30:00+08:00,0.23611,0.23797,0.23564,0.23758,4045510.1,0.1
2020-02-29 00:00:00+08:00,0.23759,0.23813,0.23535,0.23553,4050761.9,0.1
2020-02-29 00:30:00+08:00,0.23544,0.23623,0.23412,0.23481,2699731.8,0.1
2020-02-29 01:00:00+08:00,0.23484,0.23493,0.23236,0.23417,3006710.2,0.1
2020-02-29 01:30:00+08:00,0.23415,0.23457,0.23222,0.23355,5368872.2,0.1
2020-02-29 02:00:00+08:00,0.23371,0.23541,0.23282,0.23325,3422508.8,0.1
2020-02-29 02:30:00+08:00,0.23314,0.23348,0.2318,0.23208,3096822.7,0.1
2020-02-29 03:00:00+08:00,0.23206,0.2341,0.23152,0.23397,2582887.1,0.1
2020-02-29 03:30:00+08:00,0.23414,0.23418,0.23247,0.23371,1085784.8,0.1
2020-02-29 04:00:00+08:00,0.23372,0.23612,0.23346,0.23496,3168046.6,0.1
2020-02-29 04:30:00+08:00,0.23496,0.23585,0.23457,0.23492,1402927.4,0.1
2020-02-29 05:00:00+08:00,0.2349,0.23673,0.23473,0.23606,2242022.8,0.1
2020-02-29 05:30:00+08:00,0.23617,0.23623,0.235,0.23593,1308323.8,0.1
2020-02-29 06:00:00+08:00,0.23594,0.23697,0.23562,0.23644,1109788.8,0.1
2020-02-29 06:30:00+08:00,0.23639,0.23878,0.2363,0.23878,1735307.3,0.1
2020-02-29 07:00:00+08:00,0.23879,0.23964,0.23674,0.2375,2005634.0,0.1
2020-02-29 07:30:00+08:00,0.2375,0.23855,0.23593,0.23663,2840026.1,0.1
2020-02-29 08:00:00+08:00,0.23658,0.23953,0.23648,0.23851,2819126.6,0.1
2020-02-29 08:30:00+08:00,0.23859,0.24044,0.23794,0.23806,2759608.0,0.1
2020-02-29 09:00:00+08:00,0.23809,0.23874,0.23625,0.23644,1709120.7,0.1
2020-02-29 09:30:00+08:00,0.23643,0.23775,0.23564,0.236,2289298.9,0.1
2020-02-29 10:00:00+08:00,0.236,0.23769,0.23594,0.23728,1484248.8,0.1
2020-02-29 10:30:00+08:00,0.23728,0.23844,0.23649,0.23792,2053107.7,0.1
2020-02-29 11:00:00+08:00,0.23793,0.23914,0.23707,0.23741,1430775.1,0.1
2020-02-29 11:30:00+08:00,0.23742,0.23902,0.237,0.23838,2009991.2,0.1
2020-02-29 12:00:00+08:00,0.23838,0.24,0.23838,0.23938,1873903.5,0.1
2020-02-29 12:30:00+08:00,0.23942,0.2407,0.23857,0.24012,3579145.3,0.1
2020-02-29 13:00:00+08:00,0.24016,0.24244,0.23974,0.24098,8752511.3,0.1
2020-02-29 13:30:00+08:00,0.24097,0.24163,0.24006,0.24068,2654213.1,0.1
2020-02-29 14:00:00+08:00,0.24068,0.24134,0.23832,0.23858,2806733.3,0.1
2020-02-29 14:30:00+08:00,0.23858,0.23988,0.23809,0.23897,2218287.8,0.1
2020-02-29 15:00:00+08:00,0.23903,0.23943,0.23831,0.23844,1068133.4,0.1
2020-02-29 15:30:00+08:00,0.23837,0.2393,0.23783,0.2389,2073195.4,0.1
2020-02-29 16:00:00+08:00,0.23893,0.23939,0.23783,0.23815,1309837.1,0.1
2020-02-29 16:30:00+08:00,0.23816,0.239,0.2378,0.23899,903173.3,0.1
2020-02-29 17:00:00+08:00,0.23899,0.23904,0.2358,0.23611,2323132.6,0.1
2020-02-29 17:30:00+08:00,0.23624,0.23682,0.23436,0.23523,3016442.8,0.1
2020-02-29 18:00:00+08:00,0.23523,0.23689,0.23467,0.23629,2338034.6,0.1
2020-02-29 18:30:00+08:00,0.23626,0.23629,0.23333,0.23382,2625085.0,0.1
2020-02-29 19:00:00+08:00,0.2339,0.23582,0.23321,0.23489,2243360.5,0.1
2020-02-29 19:30:00+08:00,0.23489,0.23726,0.23478,0.2368,2686734.9,0.1
2020-02-29 20:00:00+08:00,0.23687,0.23688,0.23501,0.23538,1979350.7,0.1
2020-02-29 20:30:00+08:00,0.23538,0.23602,0.23479,0.23501,1814620.1,0.1
2020-02-29 21:00:00+08:00,0.23501,0.23507,0.23369,0.23393,2262700.6,0.1
2020-02-29 21:30:00+08:00,0.23387,0.23519,0.2336,0.23498,1788012.3,0.1
2020-02-29 22:00:00+08:00,0.23488,0.23488,0.23202,0.23245,3921836.0,0.1
2020-02-29 22:30:00+08:00,0.23237,0.23418,0.23216,0.23415,2422445.3,0.1
2020-02-29 23:00:00+08:00,0.23416,0.23598,0.23286,0.23508,2852238.6,0.1
2020-02-29 23:30:00+08:00,0.2351,0.23585,0.23402,0.23438,1843334.8,0.1
2020-03-01 00:00:00+08:00,0.23443,0.23585,0.23358,0.23457,2972793.5,0.1
2020-03-01 00:30:00+08:00,0.23455,0.23473,0.23267,0.23272,1869090.3,0.1
2020-03-01 01:00:00+08:00,0.23268,0.235,0.2325,0.23442,2251450.5,0.1
2020-03-01 01:30:00+08:00,0.23439,0.23541,0.23416,0.2354,1296579.3,0.1
2020-03-01 02:00:00+08:00,0.23537,0.23568,0.23435,0.23525,1162256.4,0.1
2020-03-01 02:30:00+08:00,0.23527,0.23556,0.23464,0.23512,1257276.4,0.1
2020-03-01 03:00:00+08:00,0.23516,0.23516,0.23375,0.23388,1313552.9,0.1
2020-03-01 03:30:00+08:00,0.23395,0.23532,0.23373,0.23491,1332051.9,0.1
2020-03-01 04:00:00+08:00,0.23497,0.23497,0.23293,0.23307,1649727.0,0.1
2020-03-01 04:30:00+08:00,0.2331,0.23453,0.233,0.23448,1398367.6,0.1
2020-03-01 05:00:00+08:00,0.23448,0.23518,0.23362,0.23395,1310736.0,0.1
2020-03-01 05:30:00+08:00,0.23395,0.23432,0.23364,0.23412,551580.2,0.1
2020-03-01 06:00:00+08:00,0.23412,0.23423,0.233,0.2331,941085.5,0.1
2020-03-01 06:30:00+08:00,0.23308,0.23416,0.23307,0.23404,577690.9,0.1
2020-03-01 07:00:00+08:00,0.23404,0.23472,0.2334,0.2334,695863.6,0.1
2020-03-01 07:30:00+08:00,0.23351,0.23351,0.2287,0.22892,6110292.9,0.1
2020-03-01 08:00:00+08:00,0.22897,0.2324,0.22875,0.23211,3120981.7,0.1
2020-03-01 08:30:00+08:00,0.23209,0.23209,0.2293,0.22969,1932326.5,0.1
2020-03-01 09:00:00+08:00,0.22972,0.23107,0.22882,0.23061,2663756.6,0.1
2020-03-01 09:30:00+08:00,0.23061,0.23448,0.22982,0.23391,4070349.8,0.1
2020-03-01 10:00:00+08:00,0.23377,0.23584,0.2329,0.2354,5594043.4,0.1
2020-03-01 10:30:00+08:00,0.23544,0.236,0.23331,0.23342,2588406.7,0.1
2020-03-01 11:00:00+08:00,0.23341,0.23459,0.23281,0.23449,1447010.3,0.1
2020-03-01 11:30:00+08:00,0.23447,0.23455,0.23297,0.23333,1941491.6,0.1
2020-03-01 12:00:00+08:00,0.23336,0.23488,0.23231,0.23256,2569703.3,0.1
2020-03-01 12:30:00+08:00,0.23257,0.23351,0.23231,0.2329,1158520.2,0.1
2020-03-01 13:00:00+08:00,0.2329,0.23304,0.23163,0.23204,1621557.7,0.1
2020-03-01 13:30:00+08:00,0.23214,0.23334,0.23214,0.23317,1734732.4,0.1
2020-03-01 14:00:00+08:00,0.23324,0.23335,0.23231,0.23252,1499785.2,0.1
2020-03-01 14:30:00+08:00,0.23245,0.23245,0.23114,0.23153,2279195.1,0.1
2020-03-01 15:00:00+08:00,0.23156,0.23212,0.23052,0.23063,2141096.3,0.1
2020-03-01 15:30:00+08:00,0.23071,0.23141,0.23019,0.23107,3188157.3,0.1
2020-03-01 16:00:00+08:00,0.23106,0.23282,0.23068,0.23192,2782709.1,0.1
2020-03-01 16:30:00+08:00,0.23196,0.23247,0.231,0.23106,1691586.8,0.1
2020-03-01 17:00:00+08:00,0.23105,0.23199,0.23097,0.23162,1550394.9,0.1
2020-03-01 17:30:00+08:00,0.2317,0.23211,0.23067,0.23096,1107634.3,0.1
2020-03-01 18:00:00+08:00,0.23096,0.23211,0.23096,0.23189,1174081.2,0.1
2020-03-01 18:30:00+08:00,0.23194,0.23235,0.23165,0.23197,966976.6,0.1
2020-03-01 19:00:00+08:00,0.23205,0.23287,0.23163,0.2325,867674.6,0.1
2020-03-01 19:30:00+08:00,0.23256,0.23465,0.23245,0.23409,2925083.8,0.1
2020-03-01 20:00:00+08:00,0.23419,0.23607,0.23363,0.23364,5545772.3,0.1
2020-03-01 20:30:00+08:00,0.23363,0.23433,0.23254,0.2327,3299241.8,0.1
2020-03-01 21:00:00+08:00,0.23271,0.23351,0.232,0.233,3047561.6,0.1
2020-03-01 21:30:00+08:00,0.23305,0.2337,0.23247,0.23292,987564.2,0.1
2020-03-01 22:00:00+08:00,0.23293,0.23356,0.23218,0.23221,1003783.3,0.1
2020-03-01 22:30:00+08:00,0.23223,0.2326,0.23136,0.23169,1419346.2,0.1
2020-03-01 23:00:00+08:00,0.23169,0.23317,0.23109,0.2331,1516947.4,0.1
2020-03-01 23:30:00+08:00,0.23303,0.23331,0.23147,0.23182,1841811.9,0.1
2020-03-02 00:00:00+08:00,0.23171,0.23283,0.23142,0.2316,1476832.8,0.1
2020-03-02 00:30:00+08:00,0.23161,0.23162,0.2259,0.22895,12473340.1,0.1
2020-03-02 01:00:00+08:00,0.22901,0.22912,0.2271,0.2271,3379341.4,0.1
2020-03-02 01:30:00+08:00,0.22726,0.22895,0.22675,0.22821,2244571.4,0.1
2020-03-02 02:00:00+08:00,0.22819,0.22852,0.22595,0.22625,3881386.5,0.1
2020-03-02 02:30:00+08:00,0.22625,0.22695,0.22472,0.22528,4563230.2,0.1
2020-03-02 03:00:00+08:00,0.22526,0.22696,0.22428,0.22469,6033759.2,0.1
2020-03-02 03:30:00+08:00,0.22471,0.22797,0.2247,0.22706,3338747.5,0.1
2020-03-02 04:00:00+08:00,0.22707,0.2277,0.2262,0.22682,1985536.9,0.1
2020-03-02 04:30:00+08:00,0.22666,0.22668,0.22572,0.22576,1647730.8,0.1
2020-03-02 05:00:00+08:00,0.22575,0.22595,0.22468,0.22495,2795350.7,0.1
2020-03-02 05:30:00+08:00,0.22493,0.2256,0.22439,0.22559,1833212.8,0.1
2020-03-02 06:00:00+08:00,0.2256,0.2273,0.22538,0.2267,1210663.8,0.1
2020-03-02 06:30:00+08:00,0.2267,0.22873,0.22648,0.2282,1700689.7,0.1
2020-03-02 07:00:00+08:00,0.22829,0.22941,0.22726,0.22862,2744475.4,0.1
2020-03-02 07:30:00+08:00,0.22864,0.22885,0.22696,0.22696,2631162.9,0.1
2020-03-02 08:00:00+08:00,0.22699,0.22775,0.22582,0.22723,2573945.3,0.1
2020-03-02 08:30:00+08:00,0.22718,0.22899,0.22711,0.22806,2474278.5,0.1
2020-03-02 09:00:00+08:00,0.22806,0.22817,0.22674,0.22683,1664569.2,0.1
2020-03-02 09:30:00+08:00,0.22683,0.2284,0.22646,0.2282,2155804.5,0.1
2020-03-02 10:00:00+08:00,0.22817,0.22926,0.2277,0.22786,2960602.5,0.1
2020-03-02 10:30:00+08:00,0.22782,0.23013,0.22782,0.22945,2592389.2,0.1
2020-03-02 11:00:00+08:00,0.22953,0.23008,0.22861,0.22943,2151046.7,0.1
2020-03-02 11:30:00+08:00,0.22951,0.22977,0.22839,0.22851,1717379.3,0.1
2020-03-02 12:00:00+08:00,0.22851,0.22925,0.22842,0.22909,1443084.4,0.1
2020-03-02 12:30:00+08:00,0.22909,0.22984,0.22882,0.22976,1274383.9,0.1
2020-03-02 13:00:00+08:00,0.22977,0.23009,0.22917,0.22935,1782266.2,0.1
2020-03-02 13:30:00+08:00,0.22935,0.23055,0.22925,0.23041,1363180.4,0.1
2020-03-02 14:00:00+08:00,0.23035,0.2316,0.23028,0.23081,3521856.0,0.1
2020-03-02 14:30:00+08:00,0.23087,0.2313,0.23005,0.23052,4021053.8,0.1
2020-03-02 15:00:00+08:00,0.23057,0.2315,0.22966,0.23017,2740635.6,0.1
2020-03-02 15:30:00+08:00,0.23017,0.2311,0.23012,0.23048,1788095.1,0.1
2020-03-02 16:00:00+08:00,0.23051,0.23177,0.23026,0.2313,2037096.7,0.1
2020-03-02 16:30:00+08:00,0.2313,0.23302,0.23129,0.23289,2864384.4,0.1
2020-03-02 17:00:00+08:00,0.23291,0.23379,0.23268,0.23324,3776018.9,0.1
2020-03-02 17:30:00+08:00,0.23324,0.2344,0.23315,0.23344,2671655.2,0.1
2020-03-02 18:00:00+08:00,0.23348,0.2348,0.2334,0.23466,2127465.5,0.1
2020-03-02 18:30:00+08:00,0.23459,0.235,0.23294,0.2336,3104428.1,0.1
2020-03-02 19:00:00+08:00,0.23358,0.23434,0.23342,0.23412,2124753.9,0.1
2020-03-02 19:30:00+08:00,0.23413,0.23477,0.23394,0.23441,2468382.6,0.1
2020-03-02 20:00:00+08:00,0.23441,0.2349,0.23295,0.233,3142410.5,0.1
2020-03-02 20:30:00+08:00,0.233,0.23382,0.23204,0.23382,3049741.8,0.1
2020-03-02 21:00:00+08:00,0.23383,0.23724,0.23378,0.23614,5779933.3,0.1
2020-03-02 21:30:00+08:00,0.23613,0.23808,0.23613,0.23736,5248851.1,0.1
2020-03-02 22:00:00+08:00,0.23738,0.23773,0.236,0.23758,3589420.7,0.1
2020-03-02 22:30:00+08:00,0.23761,0.23799,0.23656,0.23658,3696976.8,0.1
2020-03-02 23:00:00+08:00,0.23663,0.23823,0.23641,0.23642,4036212.0,0.1
2020-03-02 23:30:00+08:00,0.23641,0.23733,0.23566,0.23725,3288702.8,0.1
2020-03-03 00:00:00+08:00,0.23725,0.23962,0.23685,0.23929,5614431.0,0.1
2020-03-03 00:30:00+08:00,0.23929,0.24069,0.23912,0.23951,5521878.3,0.1
2020-03-03 01:00:00+08:00,0.23948,0.24129,0.2394,0.23976,8579021.9,0.1
2020-03-03 01:30:00+08:00,0.23977,0.23992,0.23856,0.23911,4098278.5,0.1
2020-03-03 02:00:00+08:00,0.2391,0.2409,0.23881,0.24061,2562139.6,0.1
2020-03-03 02:30:00+08:00,0.24067,0.2407,0.23906,0.23968,2063094.6,0.1
2020-03-03 03:00:00+08:00,0.23962,0.23997,0.2387,0.23972,1663406.3,0.1
2020-03-03 03:30:00+08:00,0.23977,0.24,0.23941,0.23987,1587664.2,0.1
2020-03-03 04:00:00+08:00,0.23987,0.2399,0.23912,0.2397,1170618.4,0.1
2020-03-03 04:30:00+08:00,0.2397,0.23996,0.2393,0.23956,1430345.3,0.1
2020-03-03 05:00:00+08:00,0.23956,0.24057,0.23956,0.24008,2101737.9,0.1
2020-03-03 05:30:00+08:00,0.24011,0.2413,0.23971,0.2413,1829233.8,0.1
2020-03-03 06:00:00+08:00,0.2413,0.24149,0.24059,0.24104,1400346.8,0.1
2020-03-03 06:30:00+08:00,0.24104,0.24109,0.2383,0.23849,2798464.3,0.1
2020-03-03 07:00:00+08:00,0.23849,0.23936,0.23745,0.23888,3108141.9,0.1
2020-03-03 07:30:00+08:00,0.23895,0.23987,0.23857,0.23958,3539846.9,0.1
2020-03-03 08:00:00+08:00,0.23968,0.2397,0.236,0.23695,4658239.4,0.1
2020-03-03 08:30:00+08:00,0.23689,0.23733,0.23583,0.23641,1842210.6,0.1
2020-03-03 09:00:00+08:00,0.23635,0.23732,0.23601,0.23694,1283988.6,0.1
2020-03-03 09:30:00+08:00,0.23689,0.23689,0.23575,0.2358,1756348.5,0.1
2020-03-03 10:00:00+08:00,0.23583,0.23681,0.23501,0.23614,3873646.1,0.1
2020-03-03 10:30:00+08:00,0.23614,0.23775,0.23597,0.23756,1728521.2,0.1
2020-03-03 11:00:00+08:00,0.23756,0.2376,0.236,0.23722,4549725.6,0.1
2020-03-03 11:30:00+08:00,0.23724,0.23879,0.23707,0.23828,1896160.3,0.1
2020-03-03 12:00:00+08:00,0.23822,0.23834,0.23735,0.23768,1685524.7,0.1
2020-03-03 12:30:00+08:00,0.23767,0.23768,0.23638,0.23677,1234574.8,0.1
2020-03-03 13:00:00+08:00,0.23675,0.23692,0.23582,0.23686,1867674.0,0.1
2020-03-03 13:30:00+08:00,0.23683,0.23742,0.23665,0.23717,1569253.8,0.1
2020-03-03 14:00:00+08:00,0.23715,0.23715,0.2364,0.23676,1556242.4,0.1
2020-03-03 14:30:00+08:00,0.23669,0.23672,0.234,0.2346,5794087.0,0.1
2020-03-03 15:00:00+08:00,0.23459,0.23492,0.23336,0.23463,3657784.0,0.1
2020-03-03 15:30:00+08:00,0.23463,0.23528,0.23419,0.23419,1157064.8,0.1
2020-03-03 16:00:00+08:00,0.23418,0.23499,0.23334,0.23483,3631454.0,0.1
2020-03-03 16:30:00+08:00,0.23482,0.2356,0.23479,0.23491,1666413.7,0.1
2020-03-03 17:00:00+08:00,0.23487,0.23493,0.23363,0.23454,2148057.2,0.1
2020-03-03 17:30:00+08:00,0.23462,0.23602,0.23443,0.23567,2507442.8,0.1
2020-03-03 18:00:00+08:00,0.23569,0.23712,0.23515,0.23693,2509266.9,0.1
2020-03-03 18:30:00+08:00,0.237,0.23725,0.23617,0.23644,2327148.2,0.1
2020-03-03 19:00:00+08:00,0.23645,0.23733,0.23566,0.23729,2207160.2,0.1
2020-03-03 19:30:00+08:00,0.23729,0.23753,0.23627,0.23707,1829592.0,0.1
2020-03-03 20:00:00+08:00,0.23713,0.238,0.2367,0.23691,4311805.3,0.1
2020-03-03 20:30:00+08:00,0.23691,0.23736,0.23454,0.23505,3727234.0,0.1
2020-03-03 21:00:00+08:00,0.23513,0.23602,0.23461,0.23485,4049013.9,0.1
2020-03-03 21:30:00+08:00,0.23477,0.23512,0.2333,0.23492,4820897.1,0.1
2020-03-03 22:00:00+08:00,0.2349,0.23503,0.23381,0.23431,3125566.6,0.1
2020-03-03 22:30:00+08:00,0.23431,0.23442,0.23212,0.23332,3589054.7,0.1
2020-03-03 23:00:00+08:00,0.23333,0.23606,0.23189,0.23309,10238992.1,0.1
2020-03-03 23:30:00+08:00,0.23306,0.23423,0.23266,0.23349,3360411.3,0.1
2020-03-04 00:00:00+08:00,0.2335,0.2342,0.23161,0.23199,3934601.4,0.1
2020-03-04 00:30:00+08:00,0.23198,0.23223,0.22942,0.23178,7288636.6,0.1
2020-03-04 01:00:00+08:00,0.23175,0.23201,0.231,0.23163,1602626.6,0.1
2020-03-04 01:30:00+08:00,0.23164,0.23241,0.23151,0.23198,2254633.1,0.1
2020-03-04 02:00:00+08:00,0.23195,0.23332,0.23151,0.2329,2144757.5,0.1
2020-03-04 02:30:00+08:00,0.2329,0.23379,0.2322,0.23361,3708041.1,0.1
2020-03-04 03:00:00+08:00,0.23366,0.23382,0.23261,0.23291,1111634.3,0.1
2020-03-04 03:30:00+08:00,0.23293,0.23448,0.23285,0.23416,1578272.5,0.1
2020-03-04 04:00:00+08:00,0.23416,0.23435,0.23272,0.23333,1156779.2,0.1
