date,available_cash,holding_value,assets_value,position_count,pct_returns,pnl_daily_net,cumsum,benchmark_pct,benchmark
2020-12-01 00:00:00,200000.0,0.0,200000.0,0,,,,,
2020-12-01 04:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.022631903044551427,0.022631903044551427
2020-12-01 08:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.014019690422408249,0.008612212622143178
2020-12-01 12:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00493775920789874,0.013549971830041918
2020-12-01 16:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.004643969987133456,0.008906001842908462
2020-12-01 20:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.008320720720720765,0.0005852811221876975
2020-12-02 00:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.010049124322483505,-0.009463843200295807
2020-12-02 04:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.015984968895829565,-0.025448812096125373
2020-12-02 08:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.0078182953760626,-0.03326710747218797
2020-12-02 12:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.02718998831791386,-0.006077119154274113
2020-12-02 16:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00014797787966003284,-0.00592914127461408
2020-12-02 20:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.012324785869000987,-0.018253927143615067
2020-12-03 00:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.011091190409267204,-0.007162736734347863
2020-12-03 04:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.00539183607226823,-0.001770900662079633
2020-12-03 08:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.006097138682436887,-0.00786803934451652
2020-12-03 12:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0063451563891654406,-0.0015228829553510792
2020-12-03 16:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.009807836377446755,0.008284953422095676
2020-12-03 20:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.007140463485680426,0.015425416907776102
2020-12-04 00:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.006179165600204706,0.009246251307571396
2020-12-04 04:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.0003919793100854996,0.009638230617656895
2020-12-04 08:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.01334987823024536,-0.0037116476125884645
2020-12-04 12:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.006331075813223785,0.002619428200635321
2020-12-04 16:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,-0.023371261267147614,-0.020751833066512293
2020-12-04 20:00:00,200000.0,0.0,200000.0,0,0.0,0.0,0.0,0.005846043566564374,-0.014905789499947919
